MATRICULA;NOME;CARGO;CLASSE_CARGO;SETOR;NIVEL_CARGO;INFO_CARGO;ATIVIDADE;COD_ORG_LOTACAO;ORG_LOTACAO;COD_TIPO_VINCULO;TIPO_VINCULO;SITUACAO_VINCULO;REGIME_JURIDICO;JORNADA_DE_TRABALHO;DATA_INGRESSO;DATA FIM;UF_EXERCICIO;COD STATUS;STATUS;GENERO;SALARIO BASE;ADICIONAIS
7612557399; MARIA ALVES BEZERRA;PROFESSOR UNIVERSITÁRIO;5;Pedagógico;2;601;Sem informação;26245;Centro Estudantil do Rio de Janeiro;2;Cargo;ATIVO PERMANENTE;REGIME JURIDICO UNICO;DEDICACAO EXCLUSIVA;13/03/2019;;RJ;1;Ativo;Masc.;9616.18;458
8092016399; MARIA BARBOSA FILHO;PROFESSOR UNIVERSITÁRIO;5;Pedagógico;2;601;Sem informação;26442;Centro da Integração Internacional;2;Cargo;ATIVO PERMANENTE;REGIME JURIDICO UNICO;DEDICACAO EXCLUSIVA;27/02/2018;;CE;1;Ativo;Masc.;11800.12;458
7660657699; MARIA FURTADO GOMES;PROFESSOR UNIVERSITÁRIO;5;Pedagógico;1;601;Sem informação;26262;Centro Estudantil de São Paulo;2;Cargo;ATIVO PERMANENTE;REGIME JURIDICO UNICO;DEDICACAO EXCLUSIVA;04/12/2017;;SP;1;Ativo;Masculino;11800.12;751.92
8631866099; MARIA MONTEIRO BAIA;PROFESSOR UNIVERSITÁRIO;5;Pedagógico;1;502;Sem informação;26276;Centro Estudantil de Mato Grosso;2;Cargo;ATIVO PERMANENTE;REGIME JURIDICO UNICO;DEDICACAO EXCLUSIVA;27/08/2013;;MT;1;Ativo;Feminino;11184.95;991.29
7902510999; MARIA PAZ DE ARAUJO;HISTORIADOR;E;Pedagógico;2;0;Sem informação;26233;Centro Estudantil do Ceará;2;Cargo;ATIVO PERMANENTE;REGIME JURIDICO UNICO;40 HORAS SEMANAIS;01/07/1981;;CE;1;Ativo;Feminino;12638.38;582.33
7352463699; MARIA VALENTE COSTA;PEDAGOGO;E;Pedagógico;1;0;Sem informação;26235;Centro Estudantil de Goiás;2;Cargo;ATIVO PERMANENTE;REGIME JURIDICO UNICO;40 HORAS SEMANAIS;13/10/2015;;GO;1;Ativo;Masc.;7405.44;458
8351765799; MAURICIO DE RESENDE;PROFESSOR UNIVERSITÁRIO;5;Pedagógico;2;502;Sem informação;26279;Centro Estudantil do Piauí;2;Cargo;ATIVO PERMANENTE;REGIME JURIDICO UNICO;DEDICACAO EXCLUSIVA;23/06/2014;;PI;1;Ativo;Masc.;7803.45;706.66
8330929499; MIGUEL PIO DA SILVA;PROFESSOR UNIVERSITÁRIO;5;Pedagógico;1;601;Sem informação;26262;Centro Estudantil de São Paulo;2;Cargo;ATIVO PERMANENTE;REGIME JURIDICO UNICO;DEDICACAO EXCLUSIVA;27/05/2020;;SP;1;Ativo;Masculino;9616.18;458
7671318099; NAZARIO DE OLIVEIRA;PROFESSOR UNIVERSITÁRIO;5;Pedagógico;2;601;Sem informação;26262;Centro Estudantil de São Paulo;2;Cargo;ATIVO PERMANENTE;REGIME JURIDICO UNICO;DEDICACAO EXCLUSIVA;15/02/2013;;SP;1;Ativo;Masc.;11800.12;458
8342176599; NILSON DA CONCEICAO;PROFESSOR UNIVERSITÁRIO;5;Pedagógico;1;601;Sem informação;26442;Centro da Integração Internacional;2;Cargo;ATIVO PERMANENTE;REGIME JURIDICO UNICO;DEDICACAO EXCLUSIVA;21/02/2017;;CE;1;Ativo;Masc.;11800.12;976.68
8061828499; NILSON FERREIRA VAZ;CONTADOR;E;Administrativo;1;0;Sem informação;26238;Centro Estudantil de Minas Gerais;2;Cargo;ATIVO PERMANENTE;REGIME JURIDICO UNICO;40 HORAS SEMANAIS;28/08/2008;;MG;1;Ativo;Feminino;9679.66;575.42
8561800599; NOGUEIRA DOS SANTOS;PROFESSOR UNIVERSITÁRIO;5;Pedagógico;1;601;Sem informação;26236;Centro Estudantil Fluminense;2;Cargo;ATIVO PERMANENTE;REGIME JURIDICO UNICO;DEDICACAO EXCLUSIVA;30/12/2019;;RJ;1;Ativo;Masc.;9616.18;574.38
8572730299; OLIMPIO MELO RUFINO;PROFESSOR UNIVERSITÁRIO;5;Pedagógico;1;601;Sem informação;26239;Centro Estudantil do Pará;2;Cargo;ATIVO PERMANENTE;REGIME JURIDICO UNICO;DEDICACAO EXCLUSIVA;09/12/2015;;RJ;1;Ativo;Feminino;11800.12;889.73
7961544099; PAULO DA SILVA CRUZ;PROFESSOR UNIVERSITÁRIO;5;Pedagógico;1;601;Sem informação;26235;Centro Estudantil de Goiás;2;Cargo;ATIVO PERMANENTE;REGIME JURIDICO UNICO;DEDICACAO EXCLUSIVA;17/08/2016;;GO;1;Ativo;Masc.;11800.12;594.9
7491403399; PORFIRIO DOS SANTOS;PROFESSOR UNIVERSITÁRIO;5;Pedagógico;2;601;Sem informação;26238;Centro Estudantil de Minas Gerais;2;Cargo;ATIVO PERMANENTE;REGIME JURIDICO UNICO;DEDICACAO EXCLUSIVA;23/01/2017;;MG;1;Ativo;Masculino;11800.12;1113.32
7660653399; QUININHO DA FONSECA;PROFESSOR UNIVERSITÁRIO;5;Pedagógico;2;502;Sem informação;26240;Centro Estudantil da Paraíba;2;Cargo;ATIVO PERMANENTE;REGIME JURIDICO UNICO;DEDICACAO EXCLUSIVA;21/05/2014;;PB;1;Ativo;Masc.;7803.45;568.73
7562490199; RAMIRO SILVA SANTOS;PROFESSOR UNIVERSITÁRIO;5;Pedagógico;1;601;Sem informação;26447;Centro Estudantil do Oeste da Bahia;2;Cargo;ATIVO PERMANENTE;REGIME JURIDICO UNICO;DEDICACAO EXCLUSIVA;10/11/2015;19/06/2018;BA;2;Desligado;Masculino;8679.66;699.66
7890647199; RAMOS DE SENA FILHO;PROFESSOR UNIVERSITÁRIO;5;Pedagógico;2;601;Sem informação;26236;Centro Estudantil Fluminense;2;Cargo;ATIVO PERMANENTE;REGIME JURIDICO UNICO;DEDICACAO EXCLUSIVA;25/08/2017;25/04/2021;RJ;5;Desligado;Feminino;18135.34;0
8462382499; RAMOS DO NASCIMENTO;PROFESSOR UNIVERSITÁRIO;5;Pedagógico;2;601;Sem informação;26239;Centro Estudantil do Pará;2;Cargo;ATIVO PERMANENTE;REGIME JURIDICO UNICO;DEDICACAO EXCLUSIVA;08/01/2016;;PA;1;Ativo;Masculino;11800.12;458
8470633499; RENATO RUY FERREIRA;PROFESSOR UNIVERSITÁRIO;5;Pedagógico;2;601;Sem informação;26232;Centro Estudantil da Bahia;2;Cargo;ATIVO PERMANENTE;REGIME JURIDICO UNICO;DEDICACAO EXCLUSIVA;15/09/2017;;BA;1;Ativo;Masculino;11800.12;458
7932148199; RIBAMAR ALVES PINTO;PROFESSOR UNIVERSITÁRIO;5;Pedagógico;2;601;Sem informação;26245;Centro Estudantil do Rio de Janeiro;2;Cargo;ATIVO PERMANENTE;REGIME JURIDICO UNICO;DEDICACAO EXCLUSIVA;13/06/2016;;RJ;1;Ativo;Masculino;12897.8;689.28
7351080499; RIBAMAR COSTA GOMES;ANALISTA DE TEC DA INFORMACAO;E;TI;2;0;Sem informação;26244;Centro Estudantil do Rio Grande do Sul;2;Cargo;ATIVO PERMANENTE;REGIME JURIDICO UNICO;40 HORAS SEMANAIS;22/01/2009;;RS;1;Ativo;Masculino;7354.99;690.76
8152055999; RIBAMAR DE OLIVEIRA;PROFESSOR UNIVERSITÁRIO;5;Pedagógico;2;601;Sem informação;26235;Centro Estudantil de Goiás;2;Cargo;ATIVO PERMANENTE;REGIME JURIDICO UNICO;40 HORAS SEMANAIS;27/04/2004;08/09/2020;GO;4;Desligado;Masculino;7015.68;0
7651459599; RICARDO DIAS BORGES;PROFESSOR UNIVERSITÁRIO;5;Pedagógico;2;601;Sem informação;26449;Centro Estudantil do Cariri;2;Cargo;ATIVO PERMANENTE;REGIME JURIDICO UNICO;20 HORAS SEMANAIS;05/06/2019;;CE;1;Ativo;Masculino;4322.13;229
7991313699; RINALDO COSTA SILVA;ANALISTA DE TEC DA INFORMACAO;E;TI;2;0;Sem informação;26254;Centro Estudantil do Triângulo Mineiro;2;Cargo;ATIVO PERMANENTE;REGIME JURIDICO UNICO;40 HORAS SEMANAIS;05/05/2014;;MG;1;Ativo;Masculino;5464.55;940.42
8140831399; ROBERTO ROCHA FILHO;PROFESSOR UNIVERSITÁRIO;5;Pedagógico;1;601;Sem informação;26232;Centro Estudantil da Bahia;2;Cargo;ATIVO PERMANENTE;REGIME JURIDICO UNICO;20 HORAS SEMANAIS;31/05/2011;;BA;1;Ativo;Masculino;3430.26;301.85
8090680199; RODRIGUES DE AMORIM;PROFESSOR UNIVERSITÁRIO;5;Pedagógico;2;601;Sem informação;26276;Centro Estudantil de Mato Grosso;2;Cargo;ATIVO PERMANENTE;REGIME JURIDICO UNICO;DEDICACAO EXCLUSIVA;01/08/1991;;MT;1;Ativo;Masculino;12276.74;458
8081762499; ROMERIO RABELO MELO;PROFESSOR UNIVERSITÁRIO;5;Pedagógico;2;601;Sem informação;26235;Centro Estudantil de Goiás;2;Cargo;ATIVO PERMANENTE;REGIME JURIDICO UNICO;DEDICACAO EXCLUSIVA;17/05/2016;;GO;1;Ativo;Masculino;12348.96;568.73
8402487999; ROSA DA SILVA FILHO;PROFESSOR UNIVERSITÁRIO;5;Pedagógico;1;502;Sem informação;26248;Centro Estudantil Rural de Pernambuco;2;Cargo;ATIVO PERMANENTE;REGIME JURIDICO UNICO;DEDICACAO EXCLUSIVA;29/08/2018;;PE;1;Ativo;Masculino;10097;458
7351387199; ROSARIO DE MEIRELES;PROFESSOR UNIVERSITÁRIO;5;Pedagógico;2;601;Sem informação;26254;Centro Estudantil do Triângulo Mineiro;2;Cargo;ATIVO PERMANENTE;REGIME JURIDICO UNICO;20 HORAS SEMANAIS;29/12/2017;;MG;1;Ativo;Masculino;6996.4;583.56
7412305999; SEBASTIAO DE CASTRO;PROFESSOR UNIVERSITÁRIO;5;Pedagógico;2;601;Sem informação;26236;Centro Estudantil Fluminense;2;Cargo;ATIVO PERMANENTE;REGIME JURIDICO UNICO;DEDICACAO EXCLUSIVA;20/01/2016;;RJ;1;Ativo;Masculino;11800.12;458
8050640199; SILVANERES BERNARDO;PROFESSOR UNIVERSITÁRIO;5;Pedagógico;2;601;Sem informação;26233;Centro Estudantil do Ceará;2;Cargo;ATIVO PERMANENTE;REGIME JURIDICO UNICO;20 HORAS SEMANAIS;23/12/2008;;CE;1;Ativo;Masculino;4322.13;229
7851494699; SILVERIO DE FREITAS;PROFESSOR UNIVERSITÁRIO;5;Pedagógico;3;601;Sem informação;26440;Centro Estudantil da Fronteira Sul;2;Cargo;ATIVO PERMANENTE;REGIME JURIDICO UNICO;DEDICACAO EXCLUSIVA;23/04/2013;28/03/2018;PR;2;Desligado;Masculino;7840.9;0
8501735099; SIMPLICIO DE LUCENA;PEDAGOGO;E;Pedagógico;2;0;Sem informação;26240;Centro Estudantil da Paraíba;2;Cargo;ATIVO PERMANENTE;REGIME JURIDICO UNICO;40 HORAS SEMANAIS;05/07/2017;;PB;1;Ativo;Masculino;6333.6;921.01
8022784499; TADEU MAIA DA SILVA;PROFESSOR UNIVERSITÁRIO;5;Pedagógico;2;601;Sem informação;26252;Centro Estudantil de Campina Grande;2;Cargo;ATIVO PERMANENTE;REGIME JURIDICO UNICO;DEDICACAO EXCLUSIVA;20/06/2014;;PB;1;Ativo;Masculino;11800.12;458
8381717399; TEOFANES DOS SANTOS;PROFESSOR UNIVERSITÁRIO;5;Pedagógico;2;601;Sem informação;26237;Centro Estudantil de Juiz de Fora;2;Cargo;ATIVO PERMANENTE;REGIME JURIDICO UNICO;DEDICACAO EXCLUSIVA;15/02/2018;;MG;1;Ativo;Masculino;11800.12;568.73
8550924699; UENES NUNES MARTINS;PROFESSOR UNIVERSITÁRIO;5;Pedagógico;2;601;Sem informação;26248;Centro Estudantil Rural de Pernambuco;2;Cargo;ATIVO PERMANENTE;REGIME JURIDICO UNICO;DEDICACAO EXCLUSIVA;22/01/2016;;PE;1;Ativo;Masculino;11800.12;582.33
8202078399; VALTER ARAUJO NUNES;PROFESSOR UNIVERSITÁRIO;5;Pedagógico;3;601;Sem informação;26244;Centro Estudantil do Rio Grande do Sul;2;Cargo;ATIVO PERMANENTE;REGIME JURIDICO UNICO;40 HORAS SEMANAIS;02/08/1982;;RS;1;Ativo;Masculino;16976.52;458
8630750799; VASCONCELOS BATISTA;PROFESSOR UNIVERSITÁRIO;5;Pedagógico;2;601;Sem informação;26245;Centro Estudantil do Rio de Janeiro;2;Cargo;ATIVO PERMANENTE;REGIME JURIDICO UNICO;DEDICACAO EXCLUSIVA;12/08/2013;07/04/2019;RJ;2;Desligado;Masculino;5567;0
8181153099; WAMBERTO NASCIMENTO;PROFESSOR UNIVERSITÁRIO;5;Pedagógico;2;502;Sem informação;26239;Centro Estudantil do Pará;2;Cargo;ATIVO PERMANENTE;REGIME JURIDICO UNICO;DEDICACAO EXCLUSIVA;02/07/1991;;PA;1;Ativo;Masculino;16537.08;706.66
7821031199; WELLINGTON FERREIRA;PROFESSOR UNIVERSITÁRIO;5;Pedagógico;3;502;Sem informação;26239;Centro Estudantil do Pará;2;Cargo;ATIVO PERMANENTE;REGIME JURIDICO UNICO;DEDICACAO EXCLUSIVA;13/11/2000;;PA;1;Ativo;Masculino;6513.42;671.45
7600836099; WILSON CORREA RAMOS;PROFESSOR UNIVERSITÁRIO;5;Pedagógico;1;601;Sem informação;26248;Centro Estudantil Rural de Pernambuco;2;Cargo;ATIVO PERMANENTE;REGIME JURIDICO UNICO;DEDICACAO EXCLUSIVA;15/07/2016;;PE;1;Ativo;Masculino;9616.18;458
7220858399; CASSIANO DOS SANTOS;PROFESSOR UNIVERSITÁRIO;5;Pedagógico;2;601;Sem informação;26283;Centro Estudantil de Mato Grosso do Sul;2;Cargo;ATIVO PERMANENTE;REGIME JURIDICO UNICO;DEDICACAO EXCLUSIVA;12/01/2015;;MS;1;Ativo;Masculino;11800.12;669.58
8250801999; MARTINS GARCIA REIS;PROFESSOR UNIVERSITÁRIO;5;Pedagógico;3;601;Sem informação;26240;Centro Estudantil da Paraíba;2;Cargo;ATIVO PERMANENTE;REGIME JURIDICO UNICO;40 HORAS SEMANAIS;10/07/1987;;PB;1;Ativo;Masculino;13065.87;582.33
8002123499; PESSANHA DE ALMEIDA;CONTADOR;E;Administrativo;2;0;Sem informação;26231;Centro Estudantil de Alagoas;2;Cargo;ATIVO PERMANENTE;REGIME JURIDICO UNICO;40 HORAS SEMANAIS;04/05/1981;;AL;1;Ativo;Masculino;12697.85;582.33
7781328399; DE OLIVEIRA BATISTA;PROFESSOR UNIVERSITÁRIO;5;Pedagógico;3;502;Sem informação;26245;Centro Estudantil do Rio de Janeiro;2;Cargo;ATIVO PERMANENTE;REGIME JURIDICO UNICO;20 HORAS SEMANAIS;10/04/1987;;RJ;1;Ativo;Masculino;29581.3;458
7272767499; MARANGUAPE DA SILVA;PROFESSOR UNIVERSITÁRIO;5;Pedagógico;1;601;Sem informação;26276;Centro Estudantil de Mato Grosso;2;Cargo;ATIVO PERMANENTE;REGIME JURIDICO UNICO;DEDICACAO EXCLUSIVA;11/02/2015;;MT;1;Ativo;Masculino;11800.12;779
8541791499; TEIXEIRA DE RESENDE;PROFESSOR UNIVERSITÁRIO;5;Pedagógico;1;601;Sem informação;26233;Centro Estudantil do Ceará;2;Cargo;ATIVO PERMANENTE;REGIME JURIDICO UNICO;DEDICACAO EXCLUSIVA;13/05/2016;;CE;1;Ativo;Masculino;11800.12;458
8402078399; PINHEIRO DE QUEIROZ;PROFESSOR UNIVERSITÁRIO;5;Pedagógico;2;601;Sem informação;26238;Centro Estudantil de Minas Gerais;2;Cargo;ATIVO PERMANENTE;REGIME JURIDICO UNICO;DEDICACAO EXCLUSIVA;01/11/2017;;MG;1;Ativo;Masculino;11800.12;568.73
7882133899; LUIZ GOMES DE SOUZA;PROFESSOR UNIVERSITÁRIO;5;Pedagógico;2;601;Sem informação;26241;Centro Estudantil do Paraná;2;Cargo;ATIVO PERMANENTE;REGIME JURIDICO UNICO;DEDICACAO EXCLUSIVA;08/05/1986;;PR;1;Ativo;Masculino;12458.73;458
7672140699; DE MORAIS RODRIGUES;CONTADOR;E;Administrativo;2;0;Sem informação;26243;Centro Estudantil do Rio Grande do Norte;2;Cargo;ATIVO PERMANENTE;REGIME JURIDICO UNICO;40 HORAS SEMANAIS;08/09/2006;;RN;1;Ativo;Masculino;10057.17;575.42
7671668299; CARRILHO DE ARANTES;PROFESSOR UNIVERSITÁRIO;5;Pedagógico;1;601;Sem informação;26284;Centro Estudantil de Ciências da Saúde;2;Cargo;ATIVO PERMANENTE;REGIME JURIDICO UNICO;DEDICACAO EXCLUSIVA;29/07/2019;19/06/2020;RS;2;Desligado;Masculino;8900;0
8592309999; FERNANDO DE ALMEIDA;PROFESSOR UNIVERSITÁRIO;5;Pedagógico;2;601;Sem informação;26284;Centro Estudantil de Ciências da Saúde;2;Cargo;ATIVO PERMANENTE;REGIME JURIDICO UNICO;40 HORAS SEMANAIS;01/04/1974;18/09/2021;RS;2;Desligado;Masculino;10506.18;48.15
8142252499; RAMOS XAVIER JUNIOR;ANALISTA DE TEC DA INFORMACAO;E;TI;3;0;Sem informação;26234;Centro Estudantil do Espírito Santo;2;Cargo;ATIVO PERMANENTE;REGIME JURIDICO UNICO;40 HORAS SEMANAIS;16/08/2011;;ES;1;Ativo;Masculino;8966.61;568.73
7502494799; TADEU COSTA DE LIMA;PROFESSOR UNIVERSITÁRIO;5;Pedagógico;1;601;Sem informação;26448;Centro Estudantil do Sul e Sudeste do Pará;2;Cargo;ATIVO PERMANENTE;REGIME JURIDICO UNICO;DEDICACAO EXCLUSIVA;20/12/2019;;PA;1;Ativo;Masculino;9616.18;986.35
7811282099; TADEU DIAS DA SILVA;PROFESSOR UNIVERSITÁRIO;5;Pedagógico;2;502;Sem informação;26234;Centro Estudantil do Espírito Santo;2;Cargo;ATIVO PERMANENTE;REGIME JURIDICO UNICO;DEDICACAO EXCLUSIVA;01/04/1997;;ES;1;Ativo;Masculino;15710.94;799.98
7271997999; ALBUQUERQUE FREITAS;PROFESSOR UNIVERSITÁRIO;5;Pedagógico;2;601;Sem informação;26246;Centro Estudantil de Santa Catarina;2;Cargo;ATIVO PERMANENTE;REGIME JURIDICO UNICO;DEDICACAO EXCLUSIVA;22/11/2019;;SC;1;Ativo;Masculino;9616.18;568.73
8490768899; GOES DA SILVA CARMO;PROFESSOR UNIVERSITÁRIO;5;Pedagógico;2;601;Sem informação;26240;Centro Estudantil da Paraíba;2;Cargo;ATIVO PERMANENTE;REGIME JURIDICO UNICO;20 HORAS SEMANAIS;08/03/2017;;PB;1;Ativo;Masculino;3522.21;229
7501124099; LUIZA BENTO PEREIRA;PROFESSOR UNIVERSITÁRIO;5;Pedagógico;2;601;Sem informação;26239;Centro Estudantil do Pará;2;Cargo;ATIVO PERMANENTE;REGIME JURIDICO UNICO;DEDICACAO EXCLUSIVA;11/02/2010;;PA;1;Ativo;Masculino;11800.12;1175.7
8231362299; MARQUES DALLA COSTA;PROFESSOR UNIVERSITÁRIO;5;Pedagógico;3;601;Sem informação;26351;Centro Estudantil do Recôncavo da Bahia;2;Cargo;ATIVO PERMANENTE;REGIME JURIDICO UNICO;DEDICACAO EXCLUSIVA;15/02/2011;;BA;1;Ativo;Masculino;11800.12;458
8562609599; AMELIA PAES AZOUBEL;RELACOES PUBLICAS;E;Serviços;1;0;Sem informação;26241;Centro Estudantil do Paraná;2;Cargo;ATIVO PERMANENTE;REGIME JURIDICO UNICO;40 HORAS SEMANAIS;29/07/2011;;PR;1;Ativo;Masculino;6859.94;771.8
8351118799; ARRUDA CAMPOS GOMES;PROFESSOR UNIVERSITÁRIO;5;Pedagógico;2;601;Sem informação;26245;Centro Estudantil do Rio de Janeiro;2;Cargo;ATIVO PERMANENTE;REGIME JURIDICO UNICO;DEDICACAO EXCLUSIVA;11/12/1990;;RJ;1;Ativo;Masculino;12897.8;582.33
7470785899; BARUZZO VIEIRA NYLO;PROFESSOR UNIVERSITÁRIO;5;Pedagógico;2;601;Sem informação;26239;Centro Estudantil do Pará;2;Cargo;ATIVO PERMANENTE;REGIME JURIDICO UNICO;40 HORAS SEMANAIS;15/04/2016;;PA;1;Ativo;Masculino;7155.54;458
8410696699; BRANQUINHO DA SILVA;PROFESSOR UNIVERSITÁRIO;5;Pedagógico;2;601;Sem informação;26235;Centro Estudantil de Goiás;2;Cargo;ATIVO PERMANENTE;REGIME JURIDICO UNICO;DEDICACAO EXCLUSIVA;18/12/2020;;GO;1;Ativo;Masculino;7375.08;458
7402475799; CAMPODONICO MADEIRA;PROFESSOR UNIVERSITÁRIO;5;Pedagógico;1;502;Sem informação;26255;Centro Estudantil dos Vales do Jequiti;2;Cargo;ATIVO PERMANENTE;REGIME JURIDICO UNICO;DEDICACAO EXCLUSIVA;05/09/2014;;MG;1;Ativo;Masculino;7803.45;673.81
7251522599; DE SOUSA GOMES LAGE;PROFESSOR UNIVERSITÁRIO;5;Pedagógico;2;601;Sem informação;26252;Centro Estudantil de Campina Grande;2;Cargo;ATIVO PERMANENTE;REGIME JURIDICO UNICO;40 HORAS SEMANAIS;26/12/2006;;PB;1;Ativo;Masculino;4418.18;458
7921024399; PIMENTEL DE ALMEIDA;PROFESSOR UNIVERSITÁRIO;5;Pedagógico;2;502;Sem informação;26237;Centro Estudantil de Juiz de Fora;2;Cargo;ATIVO PERMANENTE;REGIME JURIDICO UNICO;20 HORAS SEMANAIS;27/04/2015;;MG;1;Ativo;Masculino;2861.27;821.74
8391043199; RIBEIRO ROCHA DORIA;ESTATISTICO;E;Administrativo;2;0;Sem informação;26242;Centro Estudantil de Pernambuco;2;Cargo;ATIVO PERMANENTE;REGIME JURIDICO UNICO;40 HORAS SEMANAIS;14/09/2017;;PE;1;Ativo;Masculino;6859.94;568.73
8591789799; RODRIGUES ABIRACHED;PROFESSOR UNIVERSITÁRIO;5;Pedagógico;2;601;Sem informação;26242;Centro Estudantil de Pernambuco;2;Cargo;ATIVO PERMANENTE;REGIME JURIDICO UNICO;DEDICACAO EXCLUSIVA;29/12/2010;;PE;1;Ativo;Masculino;8232.64;458
7992061499; COSTA LEAL DA SILVA;PROFESSOR UNIVERSITÁRIO;5;Pedagógico;1;601;Sem informação;26248;Centro Estudantil Rural de Pernambuco;2;Cargo;ATIVO PERMANENTE;REGIME JURIDICO UNICO;DEDICACAO EXCLUSIVA;18/07/2018;;PE;1;Ativo;Masculino;9616.18;458
8512366699; ANTOINETTE CAVIGNAC;PROFESSOR UNIVERSITÁRIO;5;Pedagógico;2;601;Sem informação;26243;Centro Estudantil do Rio Grande do Norte;2;Cargo;ATIVO PERMANENTE;REGIME JURIDICO UNICO;20 HORAS SEMANAIS;07/06/2010;;RN;1;Ativo;Masculino;3018.63;630.46
7571852699; CESAR DE SOUSA DIAS;PROFESSOR UNIVERSITÁRIO;5;Pedagógico;3;601;Sem informação;26253;Centro Estudantil Rural da Amazônia;2;Cargo;ATIVO PERMANENTE;REGIME JURIDICO UNICO;DEDICACAO EXCLUSIVA;28/04/2016;30/03/2019;PA;2;Desligado;Masculino;35543.7;349.92
8082162799; CESAR FERRARO ROCHA;ANALISTA DE TEC DA INFORMACAO;E;TI;1;0;Sem informação;26248;Centro Estudantil Rural de Pernambuco;2;Cargo;ATIVO PERMANENTE;REGIME JURIDICO UNICO;40 HORAS SEMANAIS;26/02/2007;;PE;1;Ativo;Masculino;10726.03;786.67
8540544199; CESAR LIMA CARVALHO;TEC EM SEGURANCA DO TRABALHO;D;Serviços;1;0;Sem informação;26279;Centro Estudantil do Piauí;2;Cargo;ATIVO PERMANENTE;REGIME JURIDICO UNICO;40 HORAS SEMANAIS;12/02/2016;;PI;1;Ativo;Masculino;3259.1;1037.13
7351303599; CESAR SOUZA DA CRUZ;QUIMICO;E;Pedagógico;3;0;Sem informação;26246;Centro Estudantil de Santa Catarina;2;Cargo;ATIVO PERMANENTE;REGIME JURIDICO UNICO;40 HORAS SEMANAIS;02/08/1993;;SC;1;Ativo;Masculino;11843.58;680.7
8512799899; DA SILVEIRA MOREIRA;PROFESSOR UNIVERSITÁRIO;5;Pedagógico;2;601;Sem informação;26275;Centro Estudantil do Acre;2;Cargo;ATIVO PERMANENTE;REGIME JURIDICO UNICO;DEDICACAO EXCLUSIVA;01/07/2019;;AC;1;Ativo;Masculino;9616.18;577.28
8401587299; FLAVIO DE MELO LIMA;PROFESSOR UNIVERSITÁRIO;5;Pedagógico;3;601;Sem informação;26239;Centro Estudantil do Pará;2;Cargo;ATIVO PERMANENTE;REGIME JURIDICO UNICO;DEDICACAO EXCLUSIVA;29/08/2008;;PA;1;Ativo;Masculino;11800.12;458
8101116499; GLINTERNICK BITELLI;PROFESSOR UNIVERSITÁRIO;5;Pedagógico;2;601;Sem informação;26232;Centro Estudantil da Bahia;2;Cargo;ATIVO PERMANENTE;REGIME JURIDICO UNICO;DEDICACAO EXCLUSIVA;23/02/2015;;BA;1;Ativo;Masculino;11800.12;1419.5
7331738499; HENRICHS DE AZEVEDO;ANALISTA DE TEC DA INFORMACAO;E;TI;2;0;Sem informação;26262;Centro Estudantil de São Paulo;2;Cargo;ATIVO PERMANENTE;REGIME JURIDICO UNICO;40 HORAS SEMANAIS;06/01/2010;;SP;1;Ativo;Masculino;7967.9;458
7251306999; STECKELBERG MANCINI;PROFESSOR UNIVERSITÁRIO;5;Pedagógico;2;601;Sem informação;26241;Centro Estudantil do Paraná;2;Cargo;ATIVO PERMANENTE;REGIME JURIDICO UNICO;40 HORAS SEMANAIS;04/04/2017;29/02/2020;PR;2;Desligado;Masculino;22048.31;1423.87
7720566199; NASCIMENTO PINHEIRO;ENGENHEIRO;E;Engenharia;2;0;Sem informação;26239;Centro Estudantil do Pará;2;Cargo;ATIVO PERMANENTE;REGIME JURIDICO UNICO;40 HORAS SEMANAIS;01/01/1985;;PA;1;Ativo;Masculino;12463.94;458
7382204599; DA SILVA DE MENESES;ANALISTA DE TEC DA INFORMACAO;E;TI;1;0;Sem informação;26280;Centro Estudantil de São Carlos;2;Cargo;ATIVO PERMANENTE;REGIME JURIDICO UNICO;40 HORAS SEMANAIS;11/05/2007;;SP;1;Ativo;Masculino;5899.09;779
7341806999; CARVALHO DE FREITAS;PROFESSOR UNIVERSITÁRIO;5;Pedagógico;2;601;Sem informação;26238;Centro Estudantil de Minas Gerais;2;Cargo;ATIVO PERMANENTE;REGIME JURIDICO UNICO;DEDICACAO EXCLUSIVA;29/05/2017;;MG;1;Ativo;Masculino;11800.12;779
8272319999; DE ALMEIDA SILVERIO;PROFESSOR UNIVERSITÁRIO;5;Pedagógico;2;502;Sem informação;26248;Centro Estudantil Rural de Pernambuco;2;Cargo;ATIVO PERMANENTE;REGIME JURIDICO UNICO;DEDICACAO EXCLUSIVA;11/01/2019;;PE;1;Ativo;Masculino;7044.42;458
8610673499; MASCARENHAS MACHADO;ENGENHEIRO;E;Engenharia;1;0;Sem informação;26252;Centro Estudantil de Campina Grande;2;Cargo;ATIVO PERMANENTE;REGIME JURIDICO UNICO;40 HORAS SEMANAIS;14/02/2013;;PB;1;Ativo;Masculino;9729.94;888.23
7712733699; ROCHA MARTINS VOLPE;PROFESSOR UNIVERSITÁRIO;5;Pedagógico;1;601;Sem informação;26236;Centro Estudantil Fluminense;2;Cargo;ATIVO PERMANENTE;REGIME JURIDICO UNICO;DEDICACAO EXCLUSIVA;18/07/2016;;RJ;1;Ativo;Masculino;11800.12;458
